new_twitter_id	old_twitter_id	original_twitter_id	original_user_id
3006	1266	593481692146458625	2658420401
1871	743	615028743455649793	517997193
872	370	614697090707537920	405418036
2722	375	614757471572332544	261068895
873	10262	618604165388840960	42966205
874	10636	619317356653731840	3220984207
875	20462	617780676436234240	66931709
876	2563	614168923005652992	1720527314
900	2225	616788022479167488	534489724
878	10941	619523923307184128	32673835
879	940	617002762853859328	13148882
133	20043	614446664879747072	525954482
882	20046	614454683525120002	183399458
883	11102	618166611694985216	387485416
2446	710	614709172756570112	50194631
885	1714	588494211722293248	77602579
886	2076	615705821419208704	253860949
887	2896	616383138957099008	103719930
888	1795	592868600979038208	517084598
889	11075	617785178237210625	115883210
2793	1229	593200102946304000	3181603264
890	20078	614811034403123200	337194357
891	10532	618543956922494976	356634518
892	10664	619652626397855744	2366465875
893	10722	618065837589700608	134228450
894	10994	616739176348696576	69980982
895	1518	616256102657757184	3237187123
896	1512	616204276596088832	53905837
897	563	616539361883103233	27761892
898	10134	618610180226449409	3000884566
899	20342	616694000704094208	2582752596
901	465	615578324421599232	36005781
902	10247	618501745195421696	2993036154
904	11073	617750936916742144	16485255
905	10080	618071882760384512	384316868
907	20149	615340737782239232	2586175196
908	599	616980417246285824	2977573522
3015	20559	618629059078008832	3141654004
910	658	614404950660149248	126826923
912	11048	617385036699049984	2519041406
913	20338	616689001773277185	16077441
914	1971	614613874470440960	22303562
915	2520	614147009608556544	176187991
2452	10242	618468320535121920	42245932
917	90	593399867915051009	3164117968
1301	10902	619142518605623299	319991608
919	1879	614213308137078784	101945848
920	2740	615164922239000576	2924837358
921	11072	617742676704759808	16485255
922	1242	593318246092115968	2973253416
923	307	614306068085116929	18329193
924	2207	616631034935934977	183753455
926	10696	617782739656384512	45326172
927	11152	618645542248148992	2377530392
928	10405	617443985078890500	290336510
929	2686	614627748829528064	61314212
930	10258	618562076114448384	172081908
931	10036	617697639069544448	30559248
932	10282	618722047703797760	547166559
933	10022	617512927239782400	423670056
934	20597	618898170211254272	2931883207
935	20318	616454821684473856	25794695
936	785	615333531082817536	41581659
937	993	618265044749422592	126008063
1874	10419	617527259575009281	2180563412
939	2191	616466750226305024	2725694319
940	20662	619565389207486464	3352331979
941	1331	614424714656677888	972496296
942	20343	616695803340390400	802659122
943	2639	614514418529861632	1670645592
944	1626	616867805430857728	347500057
945	10434	617755619303522304	471333409
946	2387	592692904721776642	526650706
948	215	593082258560528385	1147734344
949	1097	592579126076149761	2190483199
1305	10547	618616290861842437	3099491228
951	20217	615846536120004608	26517251
952	2641	614516343610691584	26071396
953	2446	593090245945491456	370407497
954	1773	588750819790442497	354440308
955	466	615579999559528448	173170847
956	2215	616711316712001536	35525944
957	332	614480391089602561	284677404
958	1958	614580403169460224	3111889034
2734	472	615632044014440448	312480764
960	10471	618075600851476480	88302415
961	386	614840453414793216	2424692306
2360	11039	617354265049182208	509769573
962	10393	617389141932802048	247108641
3024	10819	618592945076178944	16146535
964	2045	615361718705909760	259332340
965	1956	614569248896081920	2236166862
1880	10385	619764852467220480	517997193
967	1804	592922727872405504	2387639999
968	10772	618463057539395589	93194555
151	20378	617016569906925568	1858875583
970	20334	616631050094149632	1694600448
523	1117	592670576860385283	2756873076
972	728	614905817880494082	3028055777
973	11170	618833898865336320	603073691
974	2886	616339422255140865	101480081
2507	1949	614552886337363968	3070209746
153	1731	588543940611051520	3018809280
1706	716	614787268893540352	2993036154
977	1782	592746307648942080	368623629
978	10783	618510527862599684	24487817
979	331	614472790414995456	2767997646
717	10462	617939389067468801	1608967496
981	20214	615789000746385410	1512066462
982	336	614492758087069696	2966783441
983	252	593335769856507904	2989219299
984	10823	618613548374167552	576796855
986	971	618117658181918720	134971190
987	1278	614134158651170816	18227863
988	1082	592536875711205376	246362853
989	123	588506497828655104	230020913
990	2843	615982986526244864	7435562
991	11153	618649566137618433	3057295002
992	20204	615726751512199168	364324850
993	557	616450187691626496	2860589726
994	10276	618685352203677696	106810725
995	2542	614154448013762561	556261687
997	523	616088099785973761	67151580
2911	1108	592624253977014274	304525409
999	1076	592533087365373953	721325751
1001	1218	593134070336368641	43489755
1002	10225	618357298356994048	348509295
1003	10441	617826701318426628	870988388
1004	259	593396434008834048	287084075
1005	104	588391388619890688	1219714032
1007	10840	618779304051130368	28152598
1008	10436	617768259555827712	2789451130
1009	10402	617432271239299072	82741933
1010	10940	619512168141099008	44099200
1012	2696	614745906118815744	2886941025
1013	2061	615540320315424768	196292489
1014	2261	617042173205217280	3243741217
726	10740	618170105424293888	31480713
1016	20240	616054774522318849	49671976
3034	20367	616930489593675776	74747116
1018	622	614124675694620672	173321172
1019	10523	618464777027850240	747723973
1021	11063	617456877568442368	2519041406
3194	10217	619842900810051584	2966783441
1022	1484	615983097650151424	3035739602
845	2844	615985591788941317	122961443
1024	2058	615533531977134080	514566407
2814	566	616570897739186176	253742998
1026	20180	615630410324668416	33831682
1027	2513	614108831182753792	15738612
2831	95	588548765365235713	271209012
1029	10860	618875721608503296	3091521770
1030	10172	619045018200883200	3363611549
306	1933	614504579657433089	921437132
1887	10932	619329982834298880	16047377
730	10457	617916560192069632	21819264
2569	371	614735956663365632	569581021
2492	11234	619602387053875200	17037382
1034	2245	616832708086513665	203650771
2468	944	617049359264256000	39314178
1035	10348	619014611245776896	20165785
3041	220	593098725054095360	384316868
996	2826	615742500565692419	28246428
1037	2150	616272461168971776	512627900
1038	20095	614825832654057474	57461026
1039	221	593113642826072065	60121152
1040	1878	614211579920433152	25398845
1041	10752	618220432488034304	167489997
1043	20241	616057685906190336	1414240405
1044	2247	616868994000162816	27593757
1045	752	615138042853130240	20662651
1046	2876	616279715448528897	233933230
1047	10347	619006736565972992	440639555
1048	10019	617458255086907392	1269478950
1049	349	614526098068508672	2894492515
1050	20313	616436348615065600	333675022
1051	1215	593102678512762880	23953082
1052	604	617020005842944000	28737338
1053	2880	616297112901259268	137140274
1054	1806	593026562586497024	113081744
1055	2820	615698701194010624	22833654
1056	367	614684296926748672	530963739
1057	10502	618266877546991616	119247289
1058	2503	593470858896789506	245580162
1059	1991	614764463758135296	3225095235
1060	1796	592868679072743425	15995683
1061	10164	618960497749151744	383990793
1062	10693	617772363522838529	1534688612
1063	458	615513663919796224	853150752
1064	73	593268491848970240	2320163833
1065	20178	615626621760880640	145740792
1066	20183	615636234208043008	205367013
1068	967	618114298120777728	56408045
1069	20333	616624529679384576	2983263480
1070	148	588724479569874944	2385515678
1071	2044	615357576591486977	16223976
1072	739	614965636364660738	136901718
1073	10487	618160947446874112	3326271358
1894	10194	619477774177206273	2738526278
1075	11008	617048819813994496	1720527314
1077	2392	592718171716636673	2519041406
1079	2576	614181890338091008	565990533
2896	2218	616762608671150082	17237178
1080	11070	617727006470307840	220521204
1081	1707	588474831898877953	241689056
1082	10528	618498027280564224	3248746786
1083	20705	619847806187098112	426999530
1084	559	616452896792547328	728959290
1085	2803	615642367320723458	274582904
2036	10394	617392043812241408	509769573
2901	767	615220084257075200	41766494
1087	11210	619249337038585857	132286315
1088	449	615414783655997440	2523704228
1089	10077	618031923613536256	61321567
1090	1106	592612732807081984	36991251
1091	1226	593168117729136640	48263154
1092	20	593482421003231232	2692397982
1093	10140	618697316644466688	3257810966
1095	10681	617728129994375169	3070481688
1096	900	615875560233775104	517997193
1097	10318	618849460257452032	3041874811
1098	1606	616723190191001600	2569414490
1099	2043	615354955843665920	1706347562
1100	628	614135540464676868	2391870344
1102	10935	619340154692481024	75109799
3190	20071	614609425265852416	270610643
1103	11124	618460252854427649	245580162
1104	1498	616044271796420608	248454003
1105	20140	615299082014302208	335915054
1106	2810	615650216377581573	1900908690
1108	10323	618870210171310080	158033670
1109	2199	616586302180429824	110023569
1110	532	616224165410902016	23265506
1111	20242	616072922147487744	102665109
1112	11082	617881245460992000	2362104414
1113	2799	615630137246154752	46808996
1114	918	616777385069776896	2284850010
1115	1131	592726476052652036	356858339
1116	31	588757223116902400	21048939
1403	20515	618294562352553984	938272970
1118	10228	618363471118344192	1901332344
2891	2092	615942247838842880	182347444
1120	20504	618231544101015552	87862480
1121	2149	616270999613538304	2811455407
3380	10366	619210895152021504	319931473
1122	10007	617290697926946816	2707434466
1123	1824	593208077156880384	417562267
2481	11065	617474144091770880	370324628
1125	2324	588433682609926144	1476111248
1126	1906	614303418811678720	724658586
1127	2316	588412766794293248	274582904
1128	20433	617438585294209024	451938018
1129	1849	593430442314964992	803794298
1130	160	592644794968604673	17362917
1131	10340	618979056835428352	185991141
2482	10893	619100637217734656	328457935
1133	1718	588515807552004096	3142593119
1134	1092	592560782325350400	2658420401
3426	2118	616067848520085505	2904695183
1136	10867	618900554144718848	23636341
1137	81	592760855768498176	274582904
1138	10973	616568333870075904	2319773719
1139	11001	616953747403591680	117010608
1140	312	614379743018938369	1541891113
1141	20444	617534137625251840	2904178633
1142	2452	593167170156265472	2858345604
1143	1118	592685755933294592	1043713747
1144	69	588395388970778624	1057244852
1146	20309	616431550863814657	2849580572
2484	10314	618823430398455808	416040278
3323	278	593492157127864320	68071988
1148	435	615290304925728772	38057219
1149	2146	616268132429209600	2956259109
1150	2675	614581134207356929	18014373
1151	10588	618919231745167361	509769573
1152	56	592676459895988226	2370874585
1153	2397	592774994666590208	938073644
1154	20199	615694199040507904	380145388
1155	10634	619300825542860802	3043915019
1156	10872	618923234994466816	47348085
1157	10605	619061516378116096	70359139
1158	11012	617095517856747521	2855795572
504	1889	614242554213588992	3243741217
1160	1036	588497616490655744	481713367
1161	2705	614833587741814784	307409976
1162	730	614913574507380736	517997193
1163	10927	619299704405393408	162959947
1164	10118	618444239957917696	312480764
1166	11214	619302634906759168	256982070
1167	11196	619169728968437761	1548835656
1168	10467	618054926237855744	168286179
1904	10785	618521520864825344	1093199732
125	1169	592891086915371008	564068690
1171	20329	616594062909554688	2519949263
1173	398	614920108348207104	377775232
156	158	592609434209284096	1357315292
159	2426	592937051378561024	42479153
3248	933	616900117002616832	161615525
3054	10302	618787536048144384	1088990966
1177	803	615445645122367488	2262555338
1179	10058	617819774756720640	67151580
1180	520	616072668341669888	366843188
1181	777	615278769092300801	245308991
1183	1478	615887254880428032	43345725
1184	11205	619217073772826625	1426676066
1185	878	615783834517291009	2993036154
2367	11054	617399008957476864	2519041406
1067	2907	616442740050673664	2519041406
1188	522	616076837064540160	2966783441
1189	20418	617366848263159808	16579411
1190	299	614238324224589824	2195493073
1191	20458	617749982746181633	129940576
1192	10759	618259821641498624	29371662
1193	10653	619502429785042944	1636125805
756	10105	618369502850318336	254405503
1195	20165	615591194068824064	23775246
1196	1238	593258898875936768	2517983482
1197	2612	614445307909140480	2559582960
1198	860	615661896595804164	309298423
1200	10187	619220792560234496	712746949
1201	2145	616264078907080705	119182046
1202	20589	618856741938200576	1220386050
1203	1789	592803449202417664	990269509
3002	11147	618572855752560640	1471615951
365	637	614217376544899073	1535720599
1205	1466	615740101650296832	252309149
376	2882	616320234622881793	448706240
1207	2321	588426462245556225	89547441
1208	20137	615277244802437120	97254875
1209	1345	614549938484191234	1295672767
1210	10133	618605156435779584	952682149
3062	305	614299246515257344	1119574238
1212	2142	616258949654843392	540930006
409	2144	616261745422782464	990269509
1878	2531	614147859194245124	176187991
414	144	588705428835422210	19728844
1215	20194	615676741961396225	3255718752
1217	1976	614629564266844160	3035800695
1218	10115	618425286695256064	1049020446
1219	982	618192620750180352	1283021432
1220	2069	615637735735488512	192063194
1221	287	614155670019964928	36005781
1222	10827	618632687574585344	3270387492
1223	20105	614870020045340673	279223008
1224	20206	615743267360112640	954124423
452	2396	592768348993228801	976530702
455	708	614692224933208064	19802846
1227	10088	618157585846263808	423967218
1228	2184	616428269605261312	179398887
763	11239	619698810265075713	256982070
846	2120	616074338198917120	197518793
1231	10663	619647372482621440	3274932152
1232	2494	593455952797573121	575688473
1233	11173	618853130231529472	254237744
1234	10533	618552206149685249	3066582305
1235	20382	617049259821535232	29054598
1236	805	615457815130288128	153726491
1237	10466	618033086035554304	2868906035
530	135	588595888580272130	1551803456
1239	826	615540780560572416	517997193
1240	11149	618599568800919552	548988026
1541	10248	618502724997525504	370253741
1241	20221	615870064835825664	946265065
1242	11007	616991608102342656	1275150516
1243	10542	618584179132002304	2160658435
1244	2034	615219663467732992	22303562
1172	2506	593474656205701122	245580162
1246	10245	618492277393072128	80351619
1247	20203	615716968927092737	2869158160
1248	755	615147499540627456	3196630410
1250	167	592689049321758721	1635259598
1251	20684	619664804983091200	24328805
624	217	593089119259090944	196531533
1254	20680	619654061969772544	296761476
1353	1565	616512632267210752	471333409
1256	10758	618250862654193664	414161049
1257	1663	617305534459445248	2402757463
1258	10539	618579189155897348	3248746786
1259	618	614112487391170560	178102854
1260	11064	617473880051953664	370324628
1261	889	615830492294746113	399395577
671	1132	592726475943616513	179075185
1263	2701	614804541993824256	18512848
1264	379	614789994029387776	1724303324
1265	10090	618193994745577472	15335491
1266	20461	617778519561641984	20788327
1267	543	616285517924179968	2602052260
1268	20362	616893471857725440	90404629
1269	20384	617087463748546560	68956490
1270	133	588570506657275905	2718241163
1271	10689	617751330841473024	1496545255
1272	10273	618679925973893120	90359845
1273	10360	619144910424383489	461931762
1274	865	615689183730872320	2149562384
1275	1473	615793434121515009	144317147
1277	547	616334500818239488	9739202
1278	20685	619666589089198081	49216749
801	10086	618141387087810560	15726358
802	397	614915439395639296	2753473175
1282	20143	615308871045791744	1118034906
1283	2138	616225131812245505	18205761
1284	10625	619246736918220800	2543708726
1285	10841	618786688517582848	319991608
1287	10897	619128215043502080	30421467
1289	11233	619593219186102272	594337767
1290	10157	618856619275874305	162967620
1291	21	588528240127442944	3158372490
1292	909	616674719073468416	129960904
1293	11223	619413367946612736	1612597453
1294	2042	615306154147713024	49633388
1295	1318	614316314019151872	1675067046
1296	1554	616417898802884608	954148879
1297	11019	617221925090258944	248678364
1470	1877	614210645274324993	15020730
1286	2008	614905627618488321	3185235143
1300	596	616826241807572992	173789958
3276	10512	618397025579745281	3248746786
918	920	616794658203549704	588097287
2129	2163	616308231959392257	182347444
1926	11185	618992033605267456	245580162
1303	11103	618167488279216128	3241958463
1304	1750	588678087400882176	510823412
950	20154	615500092435525632	3332543943
1306	635	614206171876986880	2738311034
2386	20184	615636963148890112	196097161
1307	501	615961960392335361	7790622
1912	268	593440926413893632	722480016
1308	10182	619153421149442049	1662566360
3231	231	593176167290658817	1107454231
1309	1457	615628692207894528	20912252
880	6	588515539506438145	898976443
1312	10339	618943965111427073	438862536
1313	2308	617678289088282624	2376582930
1314	10288	618732388051324928	517997193
1315	395	614902899206782976	36005781
1316	2545	614155848361857024	990372008
1317	10121	618460851436064768	3268759716
1318	2281	617305457888133120	308212534
1320	20327	616577506410369024	2828311359
1321	222	593116187094953984	1489300873
1036	2412	592856213274173441	1395074425
1323	1859	614111172908855296	1160802216
1324	20496	618185801281703936	265530743
1325	20167	615595059015127040	38900178
1326	405	615007620689063936	569581021
1327	11120	618428924062769152	30967930
3250	20386	617105748837957632	2943508337
1328	10985	616635594014392321	38054768
1310	212	593060301232279552	318357602
1330	10629	619267736036749312	2790823334
1331	2468	593248798865952768	263897316
3000	1555	616418651219066880	3195957620
1332	1261	593467583053078529	2970485691
1333	10130	618573886469177345	2707065429
1334	10033	617651512517373952	233150076
1335	2020	614990003979030528	2735705952
1336	10205	619601913651159040	2966783441
1337	42	588543591724679168	1149353412
1338	10591	618956382251958272	3353633032
1339	2574	614180693585883137	556261687
2321	10023	617533844795731968	38308265
1340	10873	618928802819735552	3235283990
1341	10599	619020209253289985	1952273347
1342	1540	616343552675741696	387194480
2516	373	614743755455901696	1288966135
1345	2664	614550752648806400	574136126
2517	10372	619545241792720897	14303077
3332	20566	618738537224105984	24756264
1348	2411	592849634239844352	3188005545
1349	1189	593017722130292736	2970593542
1351	2564	614172634788548608	26071396
1940	11217	619340632666980352	728746483
725	1639	616995512957431808	609444482
1708	1186	592994701076213760	75845845
1355	20542	618547664720936960	2216532829
1356	20577	618810933092093952	117454986
786	20420	617374800445591552	828066757
1358	899	615864398595276800	3341741285
1359	2152	616275783796002816	168819220
1362	756	615148163847036928	212293372
1363	10002	617216836908625920	202491278
1329	106	588393903822372864	380274414
1365	2807	615647516864811008	1871604686
1366	10874	618936629672017921	312964626
3088	20089	614822247635685376	177584156
1368	841	615580092211695616	20270883
1369	20193	615675811614449664	2842797465
1370	1631	616928690354692096	3248746786
1371	1918	614442384508755968	3193043938
1372	11139	618514381714911232	1397684953
1373	20002	614113753383235584	289666976
1374	206	593010438608138240	972676584
1375	10717	618033996442791936	887569722
1376	2297	617478526355136512	18204607
1377	20042	614444800612274177	1309271143
1378	11035	617335913262223360	3158995731
1379	10694	617776878384852992	1534688612
1380	1496	616039104048955392	122215691
1421	2519	614146897457086464	176187991
1382	2570	614176138915618816	230899742
1383	11027	617318242252660736	42106370
1384	11071	617734129183031296	63852037
1385	1542	616371464019668992	21819264
1386	2770	615525034778431488	2279617531
1387	2413	592858747451666433	274582904
3199	473	615638423706038272	173789958
3132	244	593278186206691329	253791853
2528	694	614617333965811713	61105042
1390	10335	618931397353439232	275648732
1391	20354	616753907516227584	1441743247
1392	2147	616268298523578373	3243741217
3126	1892	614251175303450624	124088515
1393	20157	615552424258842624	56749735
1394	1503	616086737933045761	2481532026
1395	10788	618526064411672576	814121478
1396	843	615580790705909760	100789993
1397	10796	618536156901216256	54253578
1398	2669	614555326608576512	2194928326
1399	20535	618519608337633280	928456406
1400	1459	615637779108659200	2916949294
1401	1356	614699529451909124	2233135202
1402	2154	616285682714152961	87957969
1404	204	592976629841833984	17362917
1405	20310	616432761361072128	30980826
1406	1141	592764391579324417	382151611
1407	457	615507764236972032	1603766299
3103	10180	619119855032078336	734859698
1408	10852	618851691606077440	535681746
1409	1103	592595400982429696	177280097
1410	10825	618624078392500224	2251286285
1411	11074	617767947109412864	1057244852
1412	2498	593459076299923456	245580162
1413	20622	618954897191530496	2608084976
1414	10795	618533754240241664	3145845406
1415	10661	619581414070185984	3188611670
3098	20172	615608025810743296	1616820708
1417	10562	618713726544429056	112628901
1418	463	615537851527094272	36005781
1419	2824	615728811309666304	3076256505
1422	808	615485383724236800	198004487
1423	1968	614602534477500416	215697991
1424	816	615518222541025281	955698157
1425	316	614438772885729280	17067404
3036	1065	588718424282554368	244336768
1426	1763	588721129642184704	176657599
1692	1846	593426794121863168	48124610
1428	10020	617466717703417856	15335491
1429	149	588735809873928192	23885775
1430	1761	588717551405899776	530872862
40	2789	615609034834604033	131118806
1432	734	614922832133255168	517997193
1388	534	616235871583367168	141054864
1434	1385	614967738935717888	239281295
1435	2888	616343082817040384	146712559
2536	10480	618121523379896321	299453646
1437	2177	616382587456503808	41911874
1438	957	618060596869771265	69899423
3187	401	614935828641484801	195785570
1439	2501	593463463785189378	42520161
1440	11113	618306996958134276	3235283990
1441	10686	617740278519214080	285097277
1442	190	592882047661776898	2655491030
1443	809	615491004389572609	27203795
1445	20191	615654691708497921	187351126
1446	1386	614974026902052864	28976344
1448	191	592889682347872258	3126680683
1449	10255	618545840013967360	391201809
1450	137	588631170721550336	281294184
3104	10882	618979681627344896	2604671377
1452	1670	617346222672748544	1222740728
1453	10751	618219096866320384	2904695183
1454	76	593454752043814912	245580162
1186	1810	593087291842691074	24688850
1456	11091	618083552735825920	471145656
1457	10901	619137340716503040	25564023
1458	168	592698985510473730	3160361312
1459	1220	593146110102806528	741501228
1460	2335	588509358067089408	61266376
1461	20372	616966931640381440	20475362
1462	197	592932253212237825	891606402
1463	1572	616590510677848064	3164632718
1464	10220	619867292424359936	2915212368
1465	10159	618871597391347712	203351820
1466	10904	619154718049333248	12897402
1468	11057	617434573484466176	280073623
1469	931	616896427432771585	3323578618
1472	905	616356179372060672	3000093281
1473	27	588414832694591488	805335157
1474	213	593066167104839680	2388403569
1475	11107	618222745109798912	2519041406
1476	11158	618759039397326848	1900908690
1477	20187	615648420661866496	262052102
1478	2850	616043109986664448	1442872940
3170	10834	618705877177122816	259956008
1941	1872	614172352713240576	2908458650
1480	10580	618866748255805440	95697038
1481	20643	619203348252749824	438029624
2542	1491	616018742678560768	872664656
1483	10367	619250257868812288	429260925
1969	1705	588471349561069568	984614636
1485	338	614503050510778368	311595658
1959	193	592898018120232960	593118823
1487	20688	619685014272352256	366234958
1488	1448	615560419923599360	594711386
1960	1528	616299950482264064	320146757
1490	923	616796805603311616	16248905
1491	10650	619470102216450048	107168854
1492	10787	618525427741515776	1904772828
1493	1027	588455881848791040	2920589622
1494	701	614651374408589312	2993036154
1495	20606	618933652660072448	24756264
1496	10131	618599205364494336	356026306
1497	1564	616510170227736576	282828453
1498	10317	618848353309175808	537319315
1499	1214	593099625868951552	3110487671
1500	11212	619275396995899392	157373298
1501	48	593422234670264320	78776348
1502	11059	617445419035955200	1636106844
1503	1823	593204298508447744	1149353412
1504	10835	618729303321149440	1564167697
2088	2084	615851774516285440	44099200
1506	2667	614553894325231618	542156090
1507	10283	618723833260937216	3364105379
1508	10259	618574870050414592	3362824845
1509	1861	614118164155142144	178985300
1510	11079	617841925916332032	1017189240
1511	1847	593426988179836928	2924173747
1512	10451	617881795703390208	2542139300
1513	105	588392604800278528	822627042
1514	36	588512204317569025	1656884071
1253	1727	588530826813378562	16349648
1516	2791	615611526594998272	49715720
1517	1677	588395141372620801	79894834
3402	921	616794694211604480	816840528
1518	2813	615653309513269249	241612113
1519	2267	617113444932788224	16146535
1101	2214	616705709841854468	192014466
1521	20271	616278151358885888	567649661
1522	10226	618358270433079296	498700046
1523	2451	593155165743489025	274582904
1524	254	593354889268469761	36005781
1525	10856	618871988099026944	47096351
1526	11018	617180345079693312	1072596854
1527	1300	614216956338638853	28027698
1528	1442	615470530955767808	298738919
1529	1105	592606119664734208	31631820
2551	10567	618774341489004544	110756470
1531	20493	618159736790216704	748477502
1532	1891	614250978628517888	2296750843
2552	838	615570087790178304	415151129
1534	2482	593401363616378880	3164117968
1535	2122	616080542161833984	25030651
1536	2650	614527769758674944	711796142
3119	881	615810434650652673	20688492
3294	1014	588397759805394944	305506218
1538	20634	619104493066547200	3358621409
1539	20049	614463203876016129	23933255
1540	2680	614607143749074944	35525976
239	10607	619087043998584833	2388340026
1542	20578	618811894577496064	2153532458
1543	2911	616507877298147328	3318314009
3235	10934	619338039173730304	5254851
1447	78	592573483189542912	316511429
1545	2540	614153774043660288	1720527314
1546	20311	616433466876497920	865780110
1547	20441	617516855050145792	590180745
1975	10191	619349069563998208	468379383
1551	20224	615877374966546432	292684762
1552	10990	616667309185310725	2202060642
1553	1376	614861584406548480	3346766793
1554	657	614400941001965568	2470409048
2450	2409	592844935914758144	274582904
1556	667	614447322806681600	2154273384
1557	10771	618457605418016768	288981065
1558	20591	618868122704023553	480859386
1559	20253	616114188692402176	349702331
1319	1502	616080892566589440	2710813772
1561	2875	616277572981161984	171152361
1564	2107	616023979376029696	32200853
1565	20520	618393536292126720	807313422
1566	20319	616458957067022336	22784691
1567	420	615172793420914688	3294749086
1568	10431	617719265949548544	2518574096
1569	20279	616298929118953472	61805591
1570	2644	614523017905971200	2250493751
1571	1661	617279126202781696	2534342832
1572	10037	617699852521074688	38104249
1573	261	593400524894031872	332936866
1574	672	614465385333592064	112604113
1576	616	614108966121934848	212463932
1577	20695	619701300515614720	1499885311
1578	20484	618093626325794816	863113304
1579	10196	619505054509342720	1547761836
1580	10822	618596766913593345	253813547
1581	296	614221737174110209	14959367
1582	20057	614501528947294208	272479234
1583	11166	618816454620676096	1507070148
1584	270	593456661454553088	33346915
1585	20188	615650917656834050	2342293747
1586	428	615227822844583936	3279650217
1587	1612	616752685790965760	899135509
1588	20211	615770524187164672	17101183
1589	20657	619542243091812352	2523642614
1590	2315	588412008069869568	593296499
1591	306	614301589310996480	67151580
2744	98	588414138914840576	271146912
1593	1049	588542195168251906	2845021300
3128	20351	616738321688084480	48009323
1595	11078	617827776389713920	3254663659
1596	20169	615598561691082752	125736913
1597	20590	618866852643667968	2831997741
1598	677	614506245685428224	3060277294
1599	10810	618564845080686592	882315709
1986	2175	616372401031507968	1242410526
1601	2362	588695449445523456	3069601323
1602	2775	615537463361015809	298821330
1603	20487	618098936750997504	794401550
1604	1101	592594081433321474	2534342832
3385	239	593225877141360640	26146954
1605	10098	618259581886558208	2424692306
1606	553	616417217534558208	2970135322
1607	951	617942522640375808	47520535
1608	10578	618840241575731200	3267461462
1609	1920	614447212488077312	28152598
1610	2418	592880283071950849	840421620
1611	20264	616261412839669760	1049681827
1612	1734	588547650393341952	57041662
2616	20595	618889366815948801	24294066
1613	20443	617532038044852224	1264371828
1614	2827	615762269591343104	245580162
1615	20532	618504016901894144	331994993
1616	10008	617317471951806464	626067666
1618	10068	617886538777493504	17437437
662	1526	616295438128427008	471333409
1620	10977	616573975745835008	1442872940
1621	10235	618412235623407616	206972203
155	2627	614464597832151040	245580162
1623	1536	616326961091231745	3271904619
1624	529	616211117346566144	610795492
1625	11013	617102568536145920	1471615951
1626	10921	619268763892994048	934438520
3201	1798	592875659044777985	923641921
1627	897	615857822782357504	2359848745
1628	10907	619168271888195584	1978031743
1629	1088	592543205603811329	2171549541
1630	2858	616132789092618240	3043893597
2770	20331	616620768609308672	1694600448
1631	354	614540481100300288	2894492515
1992	11051	617389276867788801	1296325968
1633	2834	615831172216713216	556261687
2567	1485	615989480500121600	3253139498
1635	10805	618551766641213440	2193063256
1636	666	614443969125052416	254744099
1637	20284	616321426123919360	305440110
1638	917	616768948453838849	2411506334
1639	10349	619034439239249920	1050455592
1990	2768	615506656873590784	2922002179
1641	1803	592916053719519232	1149353412
1642	2072	615683889923657728	177584156
2886	2550	614157557477675008	118991546
1643	233	593188061804142592	328433617
2917	1168	592884688966025217	2903479080
1644	688	614568539819741184	2554476104
1645	2892	616361955415056390	541329511
2571	10775	618475444489224192	246798976
1647	20627	618986503524458496	2373807873
1648	11151	618641349663809536	286910376
3185	10622	619199761359470593	32521113
1649	284	614148863511908352	3345800758
1650	2319	588416545153482752	2683134085
1651	10114	618418168558546944	1309587146
1652	20536	618519727929991168	29875818
1653	20497	618186688066646017	61059961
1654	742	615028467650854912	517997193
1655	1104	592602029891133440	483405140
1656	1583	616613349288054785	509769573
1657	20498	618190318819786752	265530743
1658	10322	618862340767903744	2786939868
1659	10886	618993058407813120	3270387492
1660	10980	616602914124132352	248408004
1661	20291	616382769548005376	3262822988
1662	20694	619699872145506304	390518157
1663	1636	616969529210572800	350490772
1664	833	615553362562408448	149283816
1665	20151	615356480028446720	177584156
1666	530	616212129683738624	449603053
1667	1712	588491128489414657	62617728
3020	1039	588508177857019904	2975407624
3142	20029	614269228514807808	225196660
1182	1766	588731141420613635	3089717234
1670	10600	619022395957862400	135627420
1671	11043	617373405214412800	256982070
1672	2871	616231215893450752	985410115
1673	10738	618154594816802817	921437132
1674	20474	617896914206371841	177584156
1675	10478	618103221668614144	337891434
83	1279	614135222318309376	890240018
1677	2587	614208511279394817	105030888
1678	10230	618367589857759232	348509295
1679	10018	617437846811492352	462114432
1680	2360	588691320811716608	2649658651
235	10297	618777436059267072	3364105379
834	1992	614788193368547328	2609463888
1683	1819	593185589010309120	565663485
1684	2160	616301103303557120	182347444
1685	1816	593162280210178048	284325935
1686	20097	614826914058891264	288961609
1687	492	615899024844005376	1715841900
1688	10438	617789954177921028	951010796
1690	20390	617112219877294080	374289688
1691	2874	616253319120457728	373505326
463	10095	618248548698619904	22842010
1694	1685	588413586269044737	805335157
1695	10996	616789353185079297	245580162
3146	230	593175825878523904	587754021
2578	10334	618931141538549760	742925732
1697	2391	592718000270286848	820137715
1698	1539	616338350274772993	130271069
1699	2709	614848659075821568	707140640
1700	10051	617807203697717250	495602226
1701	20152	615371482550538240	28707625
1451	2707	614839764932554752	87506526
1703	10456	617896995223515136	21819264
